Timestamp,NodeID,Environment,RSSI,LQI
2026-02-27 11:31:34.708,4,152908,-73,0
2026-02-27 11:31:34.709,1,152925,-64,0
2026-02-27 11:31:34.710,0,152930,-57,0
2026-02-27 11:31:34.710,3,152979,-63,0
2026-02-27 11:31:34.711,4,153013,-69,0
2026-02-27 11:31:34.711,1,153030,-60,0
2026-02-27 11:31:34.712,0,153035,-59,0
2026-02-27 11:31:34.713,3,153068,-61,0
2026-02-27 11:31:34.713,4,153118,-75,0
2026-02-27 11:31:34.714,1,153120,-62,0
2026-02-27 11:31:34.714,0,153140,-58,0
2026-02-27 11:31:34.715,3,153158,-62,0
2026-02-27 11:31:34.715,4,153223,-73,0
2026-02-27 11:31:34.716,1,153225,-62,0
2026-02-27 11:31:34.716,0,153230,-57,0
2026-02-27 11:31:34.716,3,153278,-63,0
2026-02-27 11:31:34.717,4,153328,-70,0
2026-02-27 11:31:34.718,1,153330,-62,0
2026-02-27 11:31:34.718,0,153335,-57,0
2026-02-27 11:31:34.718,3,153368,-63,0
2026-02-27 11:31:34.719,1,153420,-60,0
2026-02-27 11:31:34.719,4,153433,-69,0
2026-02-27 11:31:34.720,0,153440,-58,0
2026-02-27 11:31:34.720,3,153458,-63,0
2026-02-27 11:31:34.721,4,153508,-71,0
2026-02-27 11:31:34.721,1,153525,-63,0
2026-02-27 11:31:34.721,0,153529,-57,0
2026-02-27 11:31:34.722,3,153578,-64,0
2026-02-27 11:31:34.722,1,153630,-62,0
2026-02-27 11:31:34.723,0,153634,-60,0
2026-02-27 11:31:34.723,4,153643,-69,0
2026-02-27 11:31:34.724,3,153668,-63,0
2026-02-27 11:31:34.724,1,153720,-63,0
2026-02-27 11:31:34.725,4,153733,-76,0
2026-02-27 11:31:34.725,0,153739,-58,0
2026-02-27 11:31:34.725,3,153758,-68,0
2026-02-27 11:31:34.726,4,153823,-65,0
2026-02-27 11:31:34.726,1,153825,-61,0
2026-02-27 11:31:34.727,0,153844,-59,0
2026-02-27 11:31:34.727,3,153878,-65,0
2026-02-27 11:31:34.737,4,153928,-73,0
2026-02-27 11:31:34.740,1,153930,-61,0
2026-02-27 11:31:34.744,0,153934,-59,0
2026-02-27 11:31:34.778,3,153968,-63,0
2026-02-27 11:31:34.828,4,154018,-66,0
2026-02-27 11:31:34.844,1,154035,-62,0
2026-02-27 11:31:34.849,0,154039,-57,0
2026-02-27 11:31:34.897,3,154088,-65,0
2026-02-27 11:31:34.932,4,154123,-65,0
2026-02-27 11:31:34.934,1,154125,-60,0
2026-02-27 11:31:34.954,0,154144,-58,0
2026-02-27 11:31:34.987,3,154178,-61,0
2026-02-27 11:31:35.022,4,154213,-71,0
2026-02-27 11:31:35.039,1,154230,-61,0
2026-02-27 11:31:35.044,0,154234,-58,0
2026-02-27 11:31:35.078,3,154268,-64,0
2026-02-27 11:31:35.128,4,154318,-69,0
2026-02-27 11:31:35.144,1,154335,-62,0
2026-02-27 11:31:35.149,0,154339,-57,0
2026-02-27 11:31:35.197,3,154388,-65,0
2026-02-27 11:31:35.233,4,154423,-70,0
2026-02-27 11:31:35.249,1,154440,-63,0
2026-02-27 11:31:35.254,0,154444,-57,0
2026-02-27 11:31:35.287,3,154478,-66,0
2026-02-27 11:31:35.340,1,154530,-66,0
2026-02-27 11:31:35.352,4,154543,-71,0
2026-02-27 11:31:35.359,0,154549,-58,0
2026-02-27 11:31:35.378,3,154568,-70,0
2026-02-27 11:31:35.428,4,154618,-75,0
2026-02-27 11:31:35.444,1,154635,-60,0
2026-02-27 11:31:35.449,0,154639,-57,0
2026-02-27 11:31:35.498,3,154688,-62,0
2026-02-27 11:31:35.532,4,154723,-64,0
2026-02-27 11:31:35.549,1,154740,-65,0
2026-02-27 11:31:35.554,0,154744,-57,0
2026-02-27 11:31:35.587,3,154778,-62,0
2026-02-27 11:31:35.640,1,154830,-62,0
2026-02-27 11:31:35.659,0,154849,-58,0
2026-02-27 11:31:35.667,4,154858,-76,0
2026-02-27 11:31:35.678,3,154868,-63,0
2026-02-27 11:31:35.728,4,154918,-68,0
2026-02-27 11:31:35.744,1,154935,-64,0
2026-02-27 11:31:35.749,0,154939,-57,0
2026-02-27 11:31:35.798,3,154988,-63,0
2026-02-27 11:31:35.848,4,155038,-69,0
2026-02-27 11:31:35.849,1,155040,-61,0
2026-02-27 11:31:35.854,0,155044,-59,0
2026-02-27 11:31:35.887,3,155078,-63,0
2026-02-27 11:31:35.937,4,155128,-75,0
2026-02-27 11:31:35.939,1,155130,-60,0
2026-02-27 11:31:35.959,0,155149,-57,0
2026-02-27 11:31:35.978,3,155168,-67,0
2026-02-27 11:31:36.044,1,155235,-65,0
2026-02-27 11:31:36.058,4,155248,-75,0
2026-02-27 11:31:36.064,0,155254,-58,0
2026-02-27 11:31:36.097,3,155288,-61,0
2026-02-27 11:31:36.149,1,155340,-61,0
2026-02-27 11:31:36.154,0,155344,-58,0
2026-02-27 11:31:36.178,4,155368,-64,0
2026-02-27 11:31:36.187,3,155378,-61,0
2026-02-27 11:31:36.255,1,155445,-61,0
2026-02-27 11:31:36.259,0,155449,-59,0
2026-02-27 11:31:36.278,3,155468,-63,0
2026-02-27 11:31:36.328,4,155518,-69,0
2026-02-27 11:31:36.344,1,155535,-63,0
2026-02-27 11:31:36.357,4,155548,-74,0
2026-02-27 11:31:36.363,0,155554,-58,0
2026-02-27 11:31:36.397,3,155588,-60,0
2026-02-27 11:31:36.450,1,155640,-62,0
2026-02-27 11:31:36.454,0,155644,-60,0
2026-02-27 11:31:36.487,3,155678,-60,0
2026-02-27 11:31:36.507,4,155698,-70,0
2026-02-27 11:31:36.554,1,155745,-64,0
2026-02-27 11:31:36.559,0,155749,-59,0
2026-02-27 11:31:36.567,4,155758,-71,0
2026-02-27 11:31:36.578,3,155769,-63,0
2026-02-27 11:31:36.644,1,155835,-63,0
2026-02-27 11:31:36.657,4,155848,-77,0
2026-02-27 11:31:36.664,0,155854,-59,0
2026-02-27 11:31:36.697,3,155888,-60,0
2026-02-27 11:31:36.733,4,155923,-67,0
2026-02-27 11:31:36.749,1,155940,-58,0
2026-02-27 11:31:36.769,0,155959,-60,0
2026-02-27 11:31:36.788,3,155978,-60,0
2026-02-27 11:31:36.854,1,156045,-64,0
2026-02-27 11:31:36.858,0,156049,-60,0
2026-02-27 11:31:36.878,3,156068,-60,0
2026-02-27 11:31:36.897,4,156088,-62,0
2026-02-27 11:31:36.943,4,156133,-68,0
2026-02-27 11:31:36.959,1,156150,-62,0
2026-02-27 11:31:36.964,0,156154,-60,0
2026-02-27 11:31:36.997,3,156188,-60,0
2026-02-27 11:31:37.050,1,156240,-62,0
2026-02-27 11:31:37.062,4,156253,-75,0
2026-02-27 11:31:37.069,0,156259,-58,0
2026-02-27 11:31:37.088,3,156278,-61,0
2026-02-27 11:31:37.152,4,156343,-64,0
2026-02-27 11:31:37.154,1,156345,-63,0
2026-02-27 11:31:37.158,0,156349,-60,0
2026-02-27 11:31:37.178,3,156368,-60,0
2026-02-27 11:31:37.257,4,156448,-64,0
2026-02-27 11:31:37.259,1,156450,-62,0
2026-02-27 11:31:37.263,0,156454,-59,0
2026-02-27 11:31:37.297,3,156488,-62,0
2026-02-27 11:31:37.349,1,156540,-68,0
2026-02-27 11:31:37.369,0,156559,-61,0
2026-02-27 11:31:37.388,3,156578,-61,0
2026-02-27 11:31:37.392,4,156583,-66,0
2026-02-27 11:31:37.437,4,156628,-73,0
2026-02-27 11:31:37.454,1,156645,-60,0
2026-02-27 11:31:37.473,0,156664,-59,0
2026-02-27 11:31:37.507,3,156698,-60,0
2026-02-27 11:31:37.557,4,156748,-72,0
2026-02-27 11:31:37.559,1,156750,-62,0
2026-02-27 11:31:37.564,0,156754,-60,0
2026-02-27 11:31:37.597,3,156788,-58,0
2026-02-27 11:31:37.662,4,156853,-64,0
2026-02-27 11:31:37.664,1,156855,-63,0
2026-02-27 11:31:37.668,0,156859,-60,0
2026-02-27 11:31:37.688,3,156878,-61,0
2026-02-27 11:31:37.752,4,156943,-75,0
2026-02-27 11:31:37.754,1,156945,-63,0
2026-02-27 11:31:37.773,0,156964,-57,0
2026-02-27 11:31:37.807,3,156998,-61,0
2026-02-27 11:31:37.842,4,157033,-73,0
2026-02-27 11:31:37.859,1,157050,-60,0
2026-02-27 11:31:37.863,0,157054,-58,0
2026-02-27 11:31:37.897,3,157088,-62,0
2026-02-27 11:31:37.962,4,157153,-65,0
2026-02-27 11:31:37.964,1,157155,-62,0
2026-02-27 11:31:37.968,0,157159,-60,0
2026-02-27 11:31:37.988,3,157178,-62,0
2026-02-27 11:31:38.054,1,157244,-65,0
2026-02-27 11:31:38.073,0,157264,-60,0
2026-02-27 11:31:38.082,4,157273,-68,0
2026-02-27 11:31:38.107,3,157298,-65,0
2026-02-27 11:31:38.159,1,157350,-66,0
