Script started on 2026-02-27 13:37:58+01:00 [COMMAND="make term" TERM="alacritty" TTY="/dev/pts/1" COLUMNS="132" LINES="32"]
/home/thomas/tud/ws25/iot/project/RIOT/dist/tools/pyterm/pyterm -p "/dev/ttyACM0" -b "115200" -ln "/tmp/pyterm-thomas" -rn "2026-02-27_13.37.58-link-quality-fingerprint-adafruit-feather-nrf52840-sense"  
Twisted not available, please install it if you want to use pyterm's JSON capabilities
2026-02-27 13:37:58,872 # Connect to serial port /dev/ttyACM0
Welcome to pyterm!
Type '/exit' to exit.
2026-02-27 13:37:59,874 # [DATA] 1, 91627, -54, 0
2026-02-27 13:37:59,875 # [DATA] 4, 91671, -58, 0
2026-02-27 13:37:59,876 # [DATA] 3, 91677, -70, 0
2026-02-27 13:37:59,876 # [DATA] 1, 91732, -57, 0
2026-02-27 13:37:59,877 # [DATA] 2, 91755, -58, 0
2026-02-27 13:37:59,877 # [DATA] 4, 91761, -54, 0
2026-02-27 13:37:59,877 # [DATA] 3, 91768, -72, 0
2026-02-27 13:37:59,878 # [DATA] 2, 91815, -67, 0
2026-02-27 13:37:59,878 # [DATA] 1, 91822, -52, 0
2026-02-27 13:37:59,879 # [DATA] 4, 91851, -56, 0
2026-02-27 13:37:59,879 # [DATA] 3, 91887, -66, 0
2026-02-27 13:37:59,879 # [DATA] 2, 91905, -59, 0
2026-02-27 13:37:59,880 # [DATA] 1, 91942, -58, 0
2026-02-27 13:37:59,880 # [DATA] 4, 91971, -56, 0
2026-02-27 13:37:59,880 # [DATA] 3, 91978, -60, 0
2026-02-27 13:37:59,881 # [DATA] 1, 92032, -52, 0
2026-02-27 13:37:59,881 # [DATA] 2, 92055, -56, 0
2026-02-27 13:37:59,881 # [DATA] 4, 92061, -49, 0
2026-02-27 13:37:59,882 # [DATA] 3, 92068, -62, 0
2026-02-27 13:37:59,882 # [DATA] 2, 92115, -57, 0
2026-02-27 13:37:59,883 # [DATA] 1, 92152, -59, 0
2026-02-27 13:37:59,884 # [DATA] 4, 92181, -53, 0
2026-02-27 13:37:59,884 # [DATA] 3, 92187, -62, 0
2026-02-27 13:37:59,885 # [DATA] 2, 92205, -58, 0
2026-02-27 13:37:59,885 # [DATA] 4, 92241, -52, 0
2026-02-27 13:37:59,885 # [DATA] 1, 92272, -60, 0
2026-02-27 13:37:59,886 # [DATA] 3, 92278, -62, 0
2026-02-27 13:37:59,886 # [DATA] 2, 92355, -57, 0
2026-02-27 13:37:59,887 # [DATA] 4, 92361, -61, 0
2026-02-27 13:37:59,887 # [DATA] 1, 92363, -51, 0
2026-02-27 13:37:59,887 # [DATA] 3, 92397, -63, 0
2026-02-27 13:37:59,888 # [DATA] 2, 92415, -64, 0
2026-02-27 13:37:59,888 # [DATA] 4, 92481, -57, 0
2026-02-27 13:37:59,888 # [DATA] 1, 92483, -52, 0
2026-02-27 13:37:59,889 # [DATA] 3, 92487, -55, 0
2026-02-27 13:37:59,889 # [DATA] 2, 92505, -62, 0
2026-02-27 13:37:59,889 # [DATA] 1, 92542, -50, 0
2026-02-27 13:37:59,890 # [DATA] 4, 92571, -68, 0
2026-02-27 13:37:59,890 # [DATA] 3, 92578, -59, 0
2026-02-27 13:37:59,917 # [DATA] 2, 92655, -62, 0
2026-02-27 13:37:59,924 # [DATA] 4, 92661, -58, 0
2026-02-27 13:37:59,926 # [DATA] 1, 92663, -54, 0
2026-02-27 13:37:59,960 # [DATA] 3, 92697, -61, 0
2026-02-27 13:37:59,977 # [DATA] 2, 92715, -60, 0
2026-02-27 13:38:00,044 # [DATA] 4, 92781, -60, 0
2026-02-27 13:38:00,046 # [DATA] 1, 92783, -60, 0
2026-02-27 13:38:00,050 # [DATA] 3, 92787, -59, 0
2026-02-27 13:38:00,067 # [DATA] 2, 92805, -57, 0
2026-02-27 13:38:00,104 # [DATA] 4, 92841, -63, 0
2026-02-27 13:38:00,135 # [DATA] 1, 92872, -56, 0
2026-02-27 13:38:00,140 # [DATA] 3, 92878, -70, 0
2026-02-27 13:38:00,217 # [DATA] 2, 92955, -58, 0
2026-02-27 13:38:00,225 # [DATA] 1, 92962, -51, 0
2026-02-27 13:38:00,254 # [DATA] 4, 92991, -52, 0
2026-02-27 13:38:00,260 # [DATA] 3, 92997, -62, 0
2026-02-27 13:38:00,277 # [DATA] 2, 93015, -56, 0
2026-02-27 13:38:00,314 # [DATA] 4, 93051, -54, 0
2026-02-27 13:38:00,345 # [DATA] 1, 93082, -48, 0
2026-02-27 13:38:00,350 # [DATA] 3, 93087, -58, 0
2026-02-27 13:38:00,427 # [DATA] 2, 93165, -63, 0
2026-02-27 13:38:00,434 # [DATA] 4, 93171, -49, 0
2026-02-27 13:38:00,436 # [DATA] 1, 93173, -48, 0
2026-02-27 13:38:00,440 # [DATA] 3, 93178, -59, 0
2026-02-27 13:38:00,488 # [DATA] 2, 93225, -61, 0
2026-02-27 13:38:00,524 # [DATA] 4, 93261, -50, 0
2026-02-27 13:38:00,526 # [DATA] 1, 93263, -49, 0
2026-02-27 13:38:00,560 # [DATA] 3, 93297, -63, 0
2026-02-27 13:38:00,578 # [DATA] 2, 93315, -65, 0
2026-02-27 13:38:00,644 # [DATA] 4, 93381, -53, 0
2026-02-27 13:38:00,646 # [DATA] 1, 93383, -52, 0
2026-02-27 13:38:00,650 # [DATA] 3, 93387, -59, 0
2026-02-27 13:38:00,697 # [DATA] 2, 93435, -55, 0
2026-02-27 13:38:00,734 # [DATA] 4, 93471, -52, 0
2026-02-27 13:38:00,736 # [DATA] 1, 93473, -46, 0
2026-02-27 13:38:00,740 # [DATA] 3, 93477, -63, 0
2026-02-27 13:38:00,817 # [DATA] 2, 93555, -55, 0
2026-02-27 13:38:00,824 # [DATA] 4, 93561, -54, 0
2026-02-27 13:38:00,826 # [DATA] 1, 93563, -52, 0
2026-02-27 13:38:00,860 # [DATA] 3, 93597, -63, 0
2026-02-27 13:38:00,878 # [DATA] 2, 93615, -58, 0
2026-02-27 13:38:00,944 # [DATA] 4, 93681, -52, 0
2026-02-27 13:38:00,946 # [DATA] 1, 93683, -52, 0
2026-02-27 13:38:00,950 # [DATA] 3, 93687, -67, 0
2026-02-27 13:38:01,027 # [DATA] 2, 93765, -62, 0
2026-02-27 13:38:01,034 # [DATA] 4, 93771, -61, 0
2026-02-27 13:38:01,036 # [DATA] 1, 93773, -49, 0
2026-02-27 13:38:01,070 # [DATA] 3, 93807, -62, 0
2026-02-27 13:38:01,088 # [DATA] 2, 93825, -61, 0
2026-02-27 13:38:01,154 # [DATA] 4, 93891, -57, 0
2026-02-27 13:38:01,156 # [DATA] 1, 93893, -53, 0
2026-02-27 13:38:01,160 # [DATA] 3, 93897, -59, 0
2026-02-27 13:38:01,178 # [DATA] 2, 93915, -59, 0
2026-02-27 13:38:01,215 # [DATA] 1, 93952, -52, 0
2026-02-27 13:38:01,244 # [DATA] 4, 93981, -52, 0
2026-02-27 13:38:01,250 # [DATA] 3, 93988, -64, 0
2026-02-27 13:38:01,327 # [DATA] 2, 94065, -56, 0
2026-02-27 13:38:01,334 # [DATA] 4, 94071, -50, 0
2026-02-27 13:38:01,336 # [DATA] 1, 94073, -50, 0
2026-02-27 13:38:01,370 # [DATA] 3, 94107, -63, 0
2026-02-27 13:38:01,388 # [DATA] 2, 94125, -59, 0
2026-02-27 13:38:01,454 # [DATA] 4, 94191, -49, 0
2026-02-27 13:38:01,456 # [DATA] 1, 94193, -47, 0
2026-02-27 13:38:01,460 # [DATA] 3, 94197, -56, 0
2026-02-27 13:38:01,478 # [DATA] 2, 94215, -68, 0
2026-02-27 13:38:01,544 # [DATA] 4, 94281, -49, 0
2026-02-27 13:38:01,546 # [DATA] 1, 94283, -49, 0
2026-02-27 13:38:01,550 # [DATA] 3, 94287, -57, 0
2026-02-27 13:38:01,628 # [DATA] 2, 94365, -64, 0
2026-02-27 13:38:01,634 # [DATA] 4, 94371, -49, 0
2026-02-27 13:38:01,636 # [DATA] 1, 94373, -48, 0
2026-02-27 13:38:01,670 # [DATA] 3, 94407, -57, 0
2026-02-27 13:38:01,688 # [DATA] 2, 94425, -59, 0
2026-02-27 13:38:01,754 # [DATA] 4, 94491, -49, 0
2026-02-27 13:38:01,756 # [DATA] 1, 94493, -47, 0
2026-02-27 13:38:01,760 # [DATA] 3, 94497, -56, 0
2026-02-27 13:38:01,778 # [DATA] 2, 94515, -61, 0
2026-02-27 13:38:01,844 # [DATA] 4, 94581, -50, 0
2026-02-27 13:38:01,846 # [DATA] 1, 94583, -54, 0
2026-02-27 13:38:01,850 # [DATA] 3, 94587, -63, 0
2026-02-27 13:38:01,928 # [DATA] 2, 94665, -57, 0
2026-02-27 13:38:01,934 # [DATA] 4, 94671, -50, 0
2026-02-27 13:38:01,936 # [DATA] 1, 94673, -53, 0
2026-02-27 13:38:01,970 # [DATA] 3, 94707, -61, 0
2026-02-27 13:38:01,988 # [DATA] 2, 94725, -55, 0
2026-02-27 13:38:02,054 # [DATA] 4, 94791, -54, 0
2026-02-27 13:38:02,056 # [DATA] 1, 94793, -60, 0
2026-02-27 13:38:02,060 # [DATA] 3, 94797, -61, 0
2026-02-27 13:38:02,078 # [DATA] 2, 94815, -60, 0
2026-02-27 13:38:02,144 # [DATA] 4, 94881, -52, 0
2026-02-27 13:38:02,146 # [DATA] 1, 94883, -58, 0
2026-02-27 13:38:02,165 # [DATA] 3, 94902, -57, 0
2026-02-27 13:38:02,228 # [DATA] 2, 94965, -62, 0
2026-02-27 13:38:02,234 # [DATA] 4, 94971, -49, 0
2026-02-27 13:38:02,236 # [DATA] 1, 94973, -50, 0
2026-02-27 13:38:02,270 # [DATA] 3, 95007, -57, 0
2026-02-27 13:38:02,288 # [DATA] 2, 95025, -57, 0
2026-02-27 13:38:02,354 # [DATA] 4, 95091, -50, 0
2026-02-27 13:38:02,376 # [DATA] 3, 95113, -59, 0
2026-02-27 13:38:02,385 # [DATA] 1, 95122, -58, 0
2026-02-27 13:38:02,416 # [DATA] 1, 95152, -53, 0
2026-02-27 13:38:02,438 # [DATA] 2, 95175, -61, 0
2026-02-27 13:38:02,444 # [DATA] 4, 95181, -51, 0
2026-02-27 13:38:02,450 # [DATA] 3, 95187, -60, 0
2026-02-27 13:38:02,498 # [DATA] 2, 95235, -60, 0
2026-02-27 13:38:02,555 # [DATA] 3, 95292, -55, 0
2026-02-27 13:38:02,564 # [DATA] 4, 95301, -54, 0
2026-02-27 13:38:02,566 # [DATA] 1, 95303, -50, 0
2026-02-27 13:38:02,588 # [DATA] 2, 95325, -51, 0
2026-02-27 13:38:02,624 # [DATA] 4, 95361, -51, 0
2026-02-27 13:38:02,626 # [DATA] 1, 95363, -50, 0
2026-02-27 13:38:02,661 # [DATA] 3, 95397, -60, 0
2026-02-27 13:38:02,738 # [DATA] 2, 95475, -56, 0
2026-02-27 13:38:02,744 # [DATA] 4, 95481, -51, 0
2026-02-27 13:38:02,746 # [DATA] 1, 95483, -49, 0
2026-02-27 13:38:02,781 # [DATA] 3, 95518, -57, 0
2026-02-27 13:38:02,828 # [DATA] 2, 95565, -56, 0
2026-02-27 13:38:02,856 # [DATA] 3, 95592, -58, 0
2026-02-27 13:38:02,864 # [DATA] 4, 95601, -50, 0
2026-02-27 13:38:02,866 # [DATA] 1, 95603, -48, 0
2026-02-27 13:38:02,888 # [DATA] 2, 95625, -63, 0
2026-02-27 13:38:02,926 # [DATA] 1, 95662, -53, 0
2026-02-27 13:38:02,954 # [DATA] 4, 95691, -51, 0
2026-02-27 13:38:02,961 # [DATA] 3, 95697, -60, 0
2026-02-27 13:38:03,038 # [DATA] 2, 95775, -58, 0
2026-02-27 13:38:03,044 # [DATA] 4, 95781, -52, 0
2026-02-27 13:38:03,066 # [DATA] 3, 95802, -62, 0
2026-02-27 13:38:03,076 # [DATA] 1, 95812, -52, 0
2026-02-27 13:38:03,098 # [DATA] 2, 95835, -52, 0
2026-02-27 13:38:03,135 # [DATA] 1, 95872, -50, 0
2026-02-27 13:38:03,156 # [DATA] 3, 95892, -57, 0
2026-02-27 13:38:03,164 # [DATA] 4, 95901, -50, 0
2026-02-27 13:38:03,188 # [DATA] 2, 95925, -53, 0
2026-02-27 13:38:03,254 # [DATA] 4, 95991, -51, 0
2026-02-27 13:38:03,256 # [DATA] 1, 95993, -51, 0
2026-02-27 13:38:03,261 # [DATA] 3, 95997, -61, 0
2026-02-27 13:38:03,338 # [DATA] 2, 96075, -69, 0
2026-02-27 13:38:03,344 # [DATA] 4, 96081, -49, 0
2026-02-27 13:38:03,346 # [DATA] 1, 96083, -54, 0
2026-02-27 13:38:03,366 # [DATA] 3, 96102, -62, 0
2026-02-27 13:38:03,398 # [DATA] 2, 96135, -56, 0
2026-02-27 13:38:03,464 # [DATA] 4, 96201, -50, 0
2026-02-27 13:38:03,467 # [DATA] 1, 96203, -50, 0
2026-02-27 13:38:03,486 # [DATA] 3, 96222, -55, 0
2026-02-27 13:38:03,488 # [DATA] 2, 96225, -58, 0
2026-02-27 13:38:03,554 # [DATA] 4, 96291, -51, 0
2026-02-27 13:38:03,557 # [DATA] 1, 96293, -53, 0
2026-02-27 13:38:03,561 # [DATA] 3, 96297, -60, 0
2026-02-27 13:38:03,638 # [DATA] 2, 96375, -52, 0
2026-02-27 13:38:03,644 # [DATA] 4, 96381, -49, 0
