Timestamp,NodeID,Environment,RSSI,LQI
2026-02-27 10:35:28.160,0,242684,-80,0
2026-02-27 10:35:28.160,3,242718,-54,0
2026-02-27 10:35:28.161,4,242728,-64,0
2026-02-27 10:35:28.162,1,242738,-65,0
2026-02-27 10:35:28.162,3,242823,-52,0
2026-02-27 10:35:28.163,0,242834,-75,0
2026-02-27 10:35:28.163,1,242843,-68,0
2026-02-27 10:35:28.164,4,242848,-62,0
2026-02-27 10:35:28.164,4,242908,-60,0
2026-02-27 10:35:28.165,3,242913,-51,0
2026-02-27 10:35:28.165,1,242933,-64,0
2026-02-27 10:35:28.166,0,242954,-76,0
2026-02-27 10:35:28.166,4,242998,-63,0
2026-02-27 10:35:28.167,3,243018,-52,0
2026-02-27 10:35:28.167,0,243029,-76,0
2026-02-27 10:35:28.168,1,243038,-71,0
2026-02-27 10:35:28.168,0,243089,-75,0
2026-02-27 10:35:28.169,3,243123,-52,0
2026-02-27 10:35:28.169,1,243143,-65,0
2026-02-27 10:35:28.169,4,243148,-60,0
2026-02-27 10:35:28.170,4,243208,-60,0
2026-02-27 10:35:28.170,0,243224,-79,0
2026-02-27 10:35:28.171,3,243228,-52,0
2026-02-27 10:35:28.171,1,243233,-68,0
2026-02-27 10:35:28.172,4,243298,-62,0
2026-02-27 10:35:28.172,0,243314,-74,0
2026-02-27 10:35:28.173,3,243318,-52,0
2026-02-27 10:35:28.173,1,243338,-70,0
2026-02-27 10:35:28.173,0,243389,-73,0
2026-02-27 10:35:28.174,3,243423,-51,0
2026-02-27 10:35:28.174,1,243443,-63,0
2026-02-27 10:35:28.174,4,243448,-61,0
2026-02-27 10:35:28.175,0,243494,-73,0
2026-02-27 10:35:28.175,4,243508,-59,0
2026-02-27 10:35:28.175,3,243528,-52,0
2026-02-27 10:35:28.175,1,243548,-68,0
2026-02-27 10:35:28.176,4,243598,-61,0
2026-02-27 10:35:28.176,0,243600,-80,0
2026-02-27 10:35:28.176,3,243633,-54,0
2026-02-27 10:35:28.177,1,243638,-65,0
2026-02-27 10:35:28.235,3,243723,-54,0
2026-02-27 10:35:28.255,1,243743,-65,0
2026-02-27 10:35:28.260,4,243748,-59,0
2026-02-27 10:35:28.262,0,243750,-80,0
2026-02-27 10:35:28.306,0,243794,-76,0
2026-02-27 10:35:28.320,4,243808,-58,0
2026-02-27 10:35:28.340,3,243828,-52,0
2026-02-27 10:35:28.360,1,243848,-64,0
2026-02-27 10:35:28.411,4,243898,-59,0
2026-02-27 10:35:28.442,0,243929,-78,0
2026-02-27 10:35:28.445,3,243933,-52,0
2026-02-27 10:35:28.450,1,243938,-68,0
2026-02-27 10:35:28.516,0,244004,-75,0
2026-02-27 10:35:28.535,3,244023,-52,0
2026-02-27 10:35:28.555,1,244043,-65,0
2026-02-27 10:35:28.560,4,244048,-61,0
2026-02-27 10:35:28.620,4,244108,-61,0
2026-02-27 10:35:28.640,3,244128,-52,0
2026-02-27 10:35:28.651,0,244139,-79,0
2026-02-27 10:35:28.660,1,244148,-67,0
2026-02-27 10:35:28.697,0,244184,-79,0
2026-02-27 10:35:28.741,4,244228,-61,0
2026-02-27 10:35:28.745,3,244233,-53,0
2026-02-27 10:35:28.750,1,244238,-66,0
2026-02-27 10:35:28.835,3,244323,-51,0
2026-02-27 10:35:28.846,0,244334,-77,0
2026-02-27 10:35:28.855,1,244343,-68,0
2026-02-27 10:35:28.860,4,244348,-59,0
2026-02-27 10:35:28.906,0,244394,-80,0
2026-02-27 10:35:28.920,4,244408,-60,0
2026-02-27 10:35:28.940,3,244428,-53,0
2026-02-27 10:35:28.960,1,244448,-69,0
2026-02-27 10:35:29.011,4,244498,-59,0
2026-02-27 10:35:29.013,0,244500,-74,0
2026-02-27 10:35:29.045,3,244533,-54,0
2026-02-27 10:35:29.051,1,244538,-68,0
2026-02-27 10:35:29.116,0,244604,-75,0
2026-02-27 10:35:29.135,3,244623,-52,0
2026-02-27 10:35:29.155,1,244643,-67,0
2026-02-27 10:35:29.160,4,244648,-60,0
2026-02-27 10:35:29.221,4,244708,-60,0
2026-02-27 10:35:29.240,3,244728,-54,0
2026-02-27 10:35:29.260,1,244748,-70,0
2026-02-27 10:35:29.297,0,244784,-78,0
2026-02-27 10:35:29.327,0,244814,-76,0
2026-02-27 10:35:29.345,3,244833,-53,0
2026-02-27 10:35:29.366,1,244853,-63,0
2026-02-27 10:35:29.370,4,244858,-58,0
2026-02-27 10:35:29.430,4,244918,-62,0
2026-02-27 10:35:29.435,3,244923,-54,0
2026-02-27 10:35:29.446,0,244934,-80,0
2026-02-27 10:35:29.455,1,244943,-69,0
2026-02-27 10:35:29.520,4,245008,-62,0
2026-02-27 10:35:29.536,0,245024,-76,0
2026-02-27 10:35:29.540,3,245028,-55,0
2026-02-27 10:35:29.560,1,245048,-67,0
2026-02-27 10:35:29.612,0,245099,-74,0
2026-02-27 10:35:29.645,3,245133,-54,0
2026-02-27 10:35:29.666,1,245153,-73,0
2026-02-27 10:35:29.670,4,245158,-62,0
2026-02-27 10:35:29.730,4,245218,-62,0
2026-02-27 10:35:29.750,3,245238,-52,0
2026-02-27 10:35:29.755,1,245243,-69,0
2026-02-27 10:35:29.762,0,245249,-73,0
2026-02-27 10:35:29.821,4,245308,-62,0
2026-02-27 10:35:29.823,0,245310,-73,0
2026-02-27 10:35:29.840,3,245328,-52,0
2026-02-27 10:35:29.861,1,245348,-68,0
2026-02-27 10:35:29.941,0,245429,-76,0
2026-02-27 10:35:29.945,3,245433,-51,0
2026-02-27 10:35:29.965,1,245453,-71,0
2026-02-27 10:35:30.000,4,245488,-58,0
2026-02-27 10:35:30.050,3,245538,-53,0
2026-02-27 10:35:30.055,1,245543,-65,0
2026-02-27 10:35:30.060,4,245548,-60,0
2026-02-27 10:35:30.062,0,245550,-76,0
2026-02-27 10:35:30.121,4,245608,-59,0
2026-02-27 10:35:30.123,0,245610,-79,0
2026-02-27 10:35:30.155,3,245643,-53,0
2026-02-27 10:35:30.161,1,245648,-69,0
2026-02-27 10:35:30.226,0,245714,-77,0
2026-02-27 10:35:30.245,3,245733,-54,0
2026-02-27 10:35:30.265,1,245753,-65,0
2026-02-27 10:35:30.270,4,245758,-61,0
2026-02-27 10:35:30.317,0,245804,-72,0
2026-02-27 10:35:30.330,4,245818,-63,0
2026-02-27 10:35:30.350,3,245838,-52,0
2026-02-27 10:35:30.371,1,245858,-71,0
2026-02-27 10:35:30.421,4,245908,-58,0
2026-02-27 10:35:30.436,0,245924,-74,0
2026-02-27 10:35:30.455,3,245943,-52,0
2026-02-27 10:35:30.461,1,245948,-66,0
2026-02-27 10:35:30.545,3,246033,-53,0
2026-02-27 10:35:30.556,0,246044,-77,0
2026-02-27 10:35:30.566,1,246053,-71,0
2026-02-27 10:35:30.570,4,246058,-58,0
2026-02-27 10:35:30.631,4,246118,-61,0
2026-02-27 10:35:30.633,0,246120,-76,0
2026-02-27 10:35:30.650,3,246138,-52,0
2026-02-27 10:35:30.671,1,246158,-64,0
2026-02-27 10:35:30.720,4,246208,-63,0
2026-02-27 10:35:30.723,0,246210,-76,0
2026-02-27 10:35:30.755,3,246243,-53,0
2026-02-27 10:35:30.776,1,246263,-66,0
2026-02-27 10:35:30.845,3,246333,-52,0
2026-02-27 10:35:30.866,1,246353,-70,0
2026-02-27 10:35:30.870,4,246358,-61,0
2026-02-27 10:35:30.873,0,246360,-81,0
2026-02-27 10:35:30.930,4,246418,-61,0
2026-02-27 10:35:30.933,0,246420,-75,0
2026-02-27 10:35:30.950,3,246438,-52,0
2026-02-27 10:35:30.971,1,246458,-66,0
2026-02-27 10:35:31.021,4,246508,-60,0
2026-02-27 10:35:31.052,0,246539,-78,0
2026-02-27 10:35:31.055,3,246543,-52,0
2026-02-27 10:35:31.076,1,246563,-67,0
2026-02-27 10:35:31.127,0,246614,-75,0
2026-02-27 10:35:31.145,3,246633,-53,0
2026-02-27 10:35:31.171,4,246658,-63,0
2026-02-27 10:35:31.196,1,246683,-70,0
2026-02-27 10:35:31.217,0,246704,-80,0
2026-02-27 10:35:31.231,4,246718,-63,0
2026-02-27 10:35:31.250,3,246738,-52,0
2026-02-27 10:35:31.271,1,246758,-66,0
2026-02-27 10:35:31.320,4,246808,-58,0
2026-02-27 10:35:31.323,0,246810,-78,0
2026-02-27 10:35:31.355,3,246843,-53,0
2026-02-27 10:35:31.376,1,246863,-66,0
2026-02-27 10:35:31.457,0,246944,-78,0
2026-02-27 10:35:31.460,3,246948,-52,0
2026-02-27 10:35:31.470,4,246958,-57,0
2026-02-27 10:35:31.481,1,246968,-68,0
2026-02-27 10:35:31.516,0,247004,-76,0
2026-02-27 10:35:31.530,4,247018,-62,0
2026-02-27 10:35:31.550,3,247038,-53,0
2026-02-27 10:35:31.571,1,247058,-65,0
2026-02-27 10:35:31.621,4,247108,-58,0
2026-02-27 10:35:31.623,0,247110,-72,0
2026-02-27 10:35:31.655,3,247143,-52,0
2026-02-27 10:35:31.676,1,247163,-64,0
2026-02-27 10:35:31.757,0,247244,-76,0
2026-02-27 10:35:31.760,3,247248,-54,0
2026-02-27 10:35:31.770,4,247258,-57,0
2026-02-27 10:35:31.781,1,247268,-67,0
2026-02-27 10:35:31.816,0,247304,-79,0
2026-02-27 10:35:31.830,4,247318,-63,0
2026-02-27 10:35:31.850,3,247338,-53,0
2026-02-27 10:35:31.871,1,247358,-69,0
2026-02-27 10:35:31.952,0,247439,-74,0
2026-02-27 10:35:31.955,3,247443,-54,0
2026-02-27 10:35:31.976,1,247463,-69,0
2026-02-27 10:35:31.980,4,247468,-61,0
2026-02-27 10:35:32.041,4,247528,-63,0
2026-02-27 10:35:32.043,0,247530,-73,0
2026-02-27 10:35:32.060,3,247548,-53,0
2026-02-27 10:35:32.081,1,247568,-67,0
2026-02-27 10:35:32.131,4,247618,-59,0
2026-02-27 10:35:32.150,3,247638,-53,0
2026-02-27 10:35:32.170,1,247658,-65,0
2026-02-27 10:35:32.222,0,247709,-80,0
2026-02-27 10:35:32.252,0,247739,-74,0
2026-02-27 10:35:32.255,3,247743,-54,0
2026-02-27 10:35:32.275,1,247763,-67,0
2026-02-27 10:35:32.360,3,247848,-53,0
2026-02-27 10:35:32.371,0,247859,-73,0
2026-02-27 10:35:32.381,1,247868,-68,0
2026-02-27 10:35:32.432,0,247919,-72,0
2026-02-27 10:35:32.465,3,247953,-52,0
2026-02-27 10:35:32.486,1,247973,-70,0
2026-02-27 10:35:32.551,0,248039,-72,0
2026-02-27 10:35:32.555,3,248043,-55,0
2026-02-27 10:35:32.575,1,248063,-70,0
2026-02-27 10:35:32.641,0,248129,-75,0
2026-02-27 10:35:32.660,3,248148,-53,0
2026-02-27 10:35:32.681,1,248168,-67,0
2026-02-27 10:35:32.761,0,248249,-73,0
2026-02-27 10:35:32.765,3,248253,-52,0
2026-02-27 10:35:32.786,1,248273,-64,0
2026-02-27 10:35:32.852,0,248339,-74,0
2026-02-27 10:35:32.855,3,248343,-51,0
2026-02-27 10:35:32.876,1,248363,-66,0
2026-02-27 10:35:32.941,0,248429,-76,0
2026-02-27 10:35:32.960,3,248448,-53,0
2026-02-27 10:35:32.981,1,248468,-69,0
2026-02-27 10:35:33.031,0,248519,-72,0
2026-02-27 10:35:33.065,3,248553,-52,0
2026-02-27 10:35:33.086,1,248573,-68,0
2026-02-27 10:35:33.151,0,248639,-79,0
2026-02-27 10:35:33.155,3,248643,-54,0
